Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access
Vivaan,"Late Baliram Kashyap Memorial Govt. Medical College, ",Medical,4,Gemini,0.6,"MCQ Practice, Projects",2,-1,Yes,Gemini,7,Yes,Chhattisgarh,Laptop,Poor
Aditya,OP Jindal University ,Engineering,2,ChatGPT,3.1,Learning new topics,1,2,No,Gemini,2,No,Chhattisgarh,Laptop,Medium
Vihaan,Central India Institute of Management Studies ,Hotel-management,3,"Gemini, Midjourney",3.8,"Assignments, Coding Help",5,3,No,Copilot,2,No,Madhya pradesh,Tablet,Poor
Arjun,Krishna University ,Hotel-management,3,Copilot,2.1,"Doubt Solving, Resume Writing",4,3,Yes,Gemini,4,No,Andhra pradesh,Laptop,Medium
Sai,Nalanda Open University ,Management,2,"ChatGPT, Copilot",4.2,Learning new topics,1,-3,Yes,ChatGPT,2,Yes,Bihar,Mobile,High
Reyansh,Rajiv Gandhi University ,Engineering,3,ChatGPT,0.6,"MCQ Practice, Projects",2,3,No,Gemini,2,No,Arunachal pradesh,Mobile,Poor
Ayaan,"Dhenkanal Autonomous College, Dhenkanal ",Commerce,2,"ChatGPT, Gemini, Copilot",1.4,"Exam Prep, Notes",2,0,No,ChatGPT,4,No,Orissa,Laptop,Poor
Krishna,Rajiv Gandhi University ,Commerce,4,Copilot,4.4,"Exam Prep, Notes",5,3,No,Copilot,7,No,Arunachal pradesh,Mobile,High
Ishaan,"Singhania University, Jhunjhunu ",Law,4,"ChatGPT, Copilot",4.4,"MCQ Practice, Projects",2,-1,No,ChatGPT,10,No,Rajasthan,Mobile,Medium
Rudra,"A.J. College of Science and Technology Thonnakkal, ",Hotel-management,4,"ChatGPT, Copilot",2.1,"Assignments, Coding Help",5,-1,No,Other,10,Yes,Kerala,Tablet,High
Dhruv,Alluri Sitarama Raju Academy of Medical Sciences ,Medical,2,Copilot,0.6,"MCQ Practice, Projects",1,2,Yes,Copilot,1,No,Andhra pradesh,Tablet,High
Kabir,"Ahmedabad Management Association, Ahmedabad ",Management,2,Gemini,0.6,Learning new topics,4,1,No,Gemini,7,No,Gujarat,Mobile,Poor
Atharv,"Presidency College, Bangalore ",Commerce,1,ChatGPT,2.6,"MCQ Practice, Projects",1,2,Yes,ChatGPT,1,Yes,Karnataka,Tablet,High
Om,"Institute of Communication and Information Technology, Kohima ",Engineering,3,"ChatGPT, Copilot",0.6,"Assignments, Coding Help",5,-3,No,Other,2,No,Nagaland,Tablet,High
Anaya,Indian Institute of Technology ,Arts,2,"ChatGPT, Gemini, Copilot",3.0,Content Writing,2,3,Yes,Gemini,8,Yes,Rajasthan,Laptop,High
Siya,Army Institute of Technology ,Engineering,1,"ChatGPT, Gemini, Copilot",1.3,"MCQ Practice, Projects",3,-1,Yes,Other,10,No,Maharashtra,Laptop,Poor
Diya,"Durgapur Institute of Legal Studies, Bardhaman ",Law,4,"ChatGPT, Copilot",3.3,"MCQ Practice, Projects",3,1,No,Copilot,1,No,West bengal,Mobile,Medium
Myra,Virudhunagar Hindu Nadar's Senthikumara Nadar College ,Commerce,3,"Gemini, Midjourney",1.3,Content Writing,5,3,No,Copilot,9,Yes,Tamil nadu,Laptop,Poor
Aadhya,Rajagiri Centre for Business Studies ,Management,1,Gemini,0.9,"Doubt Solving, Resume Writing",4,2,No,Copilot,9,No,Kerala,Tablet,Medium
Riya,Kasturba Gandhi Degree and PG College for ,Science,4,"ChatGPT, Copilot",2.7,"Doubt Solving, Resume Writing",3,-1,Yes,Other,6,Yes,Telangana,Tablet,Poor
Pari,Kerala University ,Agriculture,4,Copilot,3.5,"Assignments, Coding Help",4,-3,No,Copilot,1,No,Kerala,Mobile,High
Anika,"Institute of Apparel Management, Gurgaon ",Arts,3,"ChatGPT, Copilot",2.7,"Exam Prep, Notes",5,3,No,Copilot,4,No,Haryana,Mobile,Medium
Ira,"Shri HK Arts College, Ahmedabad ",Arts,4,Gemini,2.0,"Doubt Solving, Resume Writing",1,-2,Yes,Gemini,6,No,Gujarat,Tablet,High
Meera,SunRise University ,Pharmacy,1,ChatGPT,1.0,"Exam Prep, Notes",4,1,No,ChatGPT,8,Yes,Rajasthan,Tablet,Medium
Saanvi,Indira Gandhi Institute of Medical Sciences ,Medical,1,ChatGPT,3.9,"Assignments, Coding Help",2,0,No,ChatGPT,5,No,Bihar,Mobile,High
Navya,"Kamadhenu College of Arts & Science, Dharmapuri ",Arts,4,ChatGPT,3.8,"Exam Prep, Notes",4,0,Yes,ChatGPT,9,Yes,Tamil nadu,Laptop,Poor
Aarohi,"Amity University, Jaipur ",Hotel-management,4,"Gemini, Midjourney",3.0,"Assignments, Coding Help",5,-3,No,Other,1,No,Rajasthan,Laptop,Poor
Prisha,Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Law,4,"ChatGPT, Copilot",4.1,"Doubt Solving, Resume Writing",5,-1,No,Other,5,No,Madhya pradesh,Laptop,Medium
Ishita,Sam Higginbottom University of Agriculture Technology and ,Commerce,2,"Gemini, Midjourney",3.9,"Assignments, Coding Help",4,2,No,Gemini,8,Yes,Uttar pradesh,Mobile,High
Rakhi,"City College of Commerce and Business Administration, ",Commerce,4,Gemini,2.2,Content Writing,4,-1,Yes,ChatGPT,2,No,West bengal,Mobile,High
Ramya,Leo Academy of Hospitality and Tourism Management ,Hotel-management,2,Gemini,3.2,Learning new topics,1,-2,No,Gemini,9,Yes,Telangana,Tablet,High
Sneha,"Great Eastern Medical School and Hospital, Srikakulam ",Medical,4,Copilot,0.7,"Doubt Solving, Resume Writing",5,-1,No,Gemini,1,Yes,Andhra pradesh,Mobile,Poor
Divya,Maulana Abul Kalam Azad University of Technology ,Engineering,1,ChatGPT,2.2,Content Writing,4,2,Yes,Gemini,2,No,West bengal,Mobile,High
Neha,Indian Institute of Technology ,Engineering,3,"ChatGPT, Copilot",3.8,"Exam Prep, Notes",3,1,Yes,Gemini,7,No,Goa,Laptop,High
Pooja,"Anand Niketan College of Agriculture, Chandrapur ",Agriculture,3,Gemini,4.0,Content Writing,2,-2,Yes,Gemini,10,Yes,Maharashtra,Mobile,High
Kavya,Punjab Engineering College University of Technology ,Management,3,"Gemini, Midjourney",2.1,"Assignments, Coding Help",1,0,No,Copilot,2,No,Chandigarh,Mobile,Medium
Aishwarya,"Sophia Polytechnic, Mumbai ",Hotel-management,4,ChatGPT,1.2,Learning new topics,3,-1,No,ChatGPT,6,No,Maharashtra,Laptop,High
Shreya,"Amity University, Raipur ",Commerce,3,Copilot,3.6,Content Writing,1,0,No,Other,4,Yes,Chhattisgarh,Mobile,High
Nandini,"TSR and TBK Degree and PG College, ",Commerce,3,ChatGPT,3.2,Learning new topics,3,-2,Yes,Gemini,1,Yes,Andhra pradesh,Mobile,Medium
Aarav,"University College of Engineering and Technology, Vinoba ",Engineering,3,Copilot,4.4,"Assignments, Coding Help",1,-2,Yes,Gemini,4,No,Jharkhand,Tablet,High
Vivaan,Swosti Institute of Management and Social Studies ,Hotel-management,1,"ChatGPT, Copilot",2.6,"Doubt Solving, Resume Writing",1,-2,Yes,Copilot,7,No,Orissa,Mobile,Poor
Aditya,"Government Law College, Tiruchirappalli ",Law,4,Copilot,4.5,"Exam Prep, Notes",3,-1,Yes,ChatGPT,3,No,Tamil nadu,Laptop,Poor
Vihaan,"Dina Institute of Hotel Management Hadapsar, Pune ",Hotel-management,1,Gemini,3.4,"Assignments, Coding Help",5,-2,Yes,Copilot,8,Yes,Maharashtra,Mobile,Poor
Arjun,St. Joseph's Institute of Hotel Management & ,Hotel-management,4,ChatGPT,3.0,"Exam Prep, Notes",2,-1,No,ChatGPT,6,Yes,Kerala,Tablet,Medium
Sai,Gupta College of Technological Sciences ,Pharmacy,1,"ChatGPT, Copilot",3.1,Learning new topics,5,-3,Yes,Gemini,6,Yes,West bengal,Mobile,Poor
Reyansh,"Akal College of Economics, Commerce and Management, ",Science,3,"ChatGPT, Copilot",3.6,"Exam Prep, Notes",5,2,No,ChatGPT,7,Yes,Himachal pradesh,Laptop,Poor
Ayaan,Bhargava Degree College ,Science,3,ChatGPT,4.1,"Doubt Solving, Resume Writing",4,-2,Yes,Other,3,Yes,Jammu,Laptop,Medium
Krishna,Don Bosco College of Engineering and Technology ,Engineering,4,Copilot,3.3,"Doubt Solving, Resume Writing",5,-2,Yes,Other,7,Yes,Assam,Tablet,Medium
Ishaan,Apex Professional University ,Hotel-management,2,Gemini,0.9,"Doubt Solving, Resume Writing",4,-1,No,Gemini,1,Yes,Arunachal pradesh,Mobile,High
Rudra,"KLE University, Belgaum ",Medical,4,Copilot,1.6,"Doubt Solving, Resume Writing",4,-2,No,Gemini,5,No,Karnataka,Laptop,Medium
Dhruv,"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Medical,2,ChatGPT,3.7,Content Writing,5,3,Yes,Other,9,No,Punjab,Tablet,Poor
Kabir,"Arcade Business College, Patna ",Management,1,"ChatGPT, Copilot",1.1,Learning new topics,4,-1,No,Other,6,Yes,Bihar,Mobile,High
Atharv,"Kanak Manjari Institute of Pharmaceutical Sciences, Rourkela ",Pharmacy,3,"ChatGPT, Gemini, Copilot",3.0,"Exam Prep, Notes",4,-2,No,ChatGPT,3,Yes,Orissa,Mobile,Poor
Om,LM Thapar School of Management ,Science,2,Copilot,2.0,"Doubt Solving, Resume Writing",5,-2,No,Gemini,9,Yes,Chandigarh,Tablet,High
Anaya,Rungta College of Pharmaceutical Sciences and Research ,Pharmacy,2,Gemini,3.8,"Assignments, Coding Help",4,-2,Yes,Copilot,10,No,Chhattisgarh,Tablet,High
Siya,"School of Law, Christ University ",Law,1,"ChatGPT, Gemini, Copilot",3.5,Content Writing,3,3,Yes,ChatGPT,6,Yes,Karnataka,Tablet,Medium
Diya,Shaheed Rajguru College of Applied Sciences for ,Science,1,"ChatGPT, Copilot",4.0,"Exam Prep, Notes",5,-1,No,ChatGPT,4,No,Delhi ncr,Tablet,Poor
Myra,"Patkai Christian College, Dimapur ",Arts,1,"ChatGPT, Gemini, Copilot",3.9,"Exam Prep, Notes",2,0,Yes,Gemini,8,No,Nagaland,Tablet,Medium
Aadhya,Raipur Institute of Technology ,Engineering,4,"ChatGPT, Copilot",2.3,"Doubt Solving, Resume Writing",3,-2,No,Copilot,3,Yes,Chhattisgarh,Laptop,High
Riya,"Kalasalingam Academy of Research and Education, Krishnankovil ",Hotel-management,1,Copilot,1.3,Learning new topics,1,-3,No,Copilot,7,Yes,Tamil nadu,Laptop,Poor
Pari,"Ethiraj College for Women, Chennai ",Arts,2,"ChatGPT, Copilot",4.4,Content Writing,3,2,No,ChatGPT,10,Yes,Tamil nadu,Laptop,Medium
Anika,"Amity University, Lucknow ",Agriculture,2,Gemini,0.8,Content Writing,4,-3,Yes,Gemini,8,No,Uttar pradesh,Laptop,High
Ira,"IIKM Business School, Chennai ",Management,1,"ChatGPT, Copilot",1.3,"Exam Prep, Notes",2,-3,No,Other,3,No,Tamil nadu,Mobile,Medium
Meera,Baddi University of Emerging Sciences and Technologies ,Science,2,Gemini,1.3,"Assignments, Coding Help",2,0,No,ChatGPT,2,Yes,Himachal pradesh,Tablet,High
Saanvi,"Nagaland University, Zunhebotto ",Agriculture,1,ChatGPT,3.8,Content Writing,4,-2,No,Other,5,No,Nagaland,Mobile,Medium
Navya,Mar Athanasios College for Advanced Studies Tiruvalla ,Management,3,ChatGPT,4.4,"Doubt Solving, Resume Writing",2,1,No,ChatGPT,1,No,Kerala,Mobile,Medium
Aarohi,Pimpri Chinchwad College of Engineering ,Engineering,1,"Gemini, Midjourney",1.2,Content Writing,4,3,Yes,Other,5,No,Maharashtra,Laptop,High
Prisha,"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",Medical,1,"Gemini, Midjourney",4.2,"MCQ Practice, Projects",2,2,Yes,Copilot,1,Yes,Maharashtra,Laptop,Medium
Ishita,"Kolhan University, Chaibasa ",Law,3,Copilot,4.0,Learning new topics,4,3,No,Copilot,10,Yes,Jharkhand,Mobile,High
Rakhi,Maulana Azad National Institute of Technology ,Science,3,Copilot,2.5,"Exam Prep, Notes",2,2,Yes,Gemini,7,No,Madhya pradesh,Mobile,Medium
Ramya,LM College of Pharmacy ,Science,3,ChatGPT,1.5,"Doubt Solving, Resume Writing",1,3,No,Copilot,2,Yes,Gujarat,Tablet,Poor
Sneha,Sri Ramachandra Institute of Higher Education and ,Pharmacy,3,ChatGPT,1.5,Learning new topics,1,-3,Yes,ChatGPT,7,Yes,Tamil nadu,Mobile,Medium
Divya,"Government Degree College for Boys, Udhampur ",Commerce,1,"ChatGPT, Copilot",4.4,"Doubt Solving, Resume Writing",3,1,Yes,ChatGPT,5,Yes,Jammu,Tablet,Poor
Neha,"Indus University, Ahmedabad ",Medical,1,ChatGPT,3.6,"Doubt Solving, Resume Writing",1,-2,No,Copilot,10,Yes,Gujarat,Mobile,High
Pooja,"Newman College, Thodupuzha ",Science,3,"ChatGPT, Copilot",2.1,"Exam Prep, Notes",4,-3,Yes,ChatGPT,6,No,Kerala,Mobile,Poor
Kavya,International Institute of Information Technology ,Science,1,Gemini,0.6,"Doubt Solving, Resume Writing",4,1,No,ChatGPT,3,Yes,Telangana,Laptop,High
Aishwarya,"Dev Samaj College for Women, Chandigarh ",Arts,4,Copilot,4.1,"Exam Prep, Notes",1,0,Yes,ChatGPT,8,Yes,Chandigarh,Mobile,Poor
Shreya,Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College ,Medical,1,"Gemini, Midjourney",3.0,"Exam Prep, Notes",2,3,No,Other,8,No,Kerala,Laptop,Medium
Nandini,"Periyar University, Salem ",Law,1,"Gemini, Midjourney",1.1,"MCQ Practice, Projects",5,-1,No,Other,2,No,Tamil nadu,Laptop,High
Aarav,"DAV PG College, Dehradun ",Law,2,Copilot,3.5,"Exam Prep, Notes",2,1,No,Gemini,9,No,Uttarakhand,Tablet,High
Vivaan,"Govt Engineering College, Bilaspur ",Engineering,2,Copilot,4.4,"Assignments, Coding Help",5,-1,Yes,ChatGPT,4,No,Chhattisgarh,Mobile,High
Aditya,"Amity University, Ranchi ",Arts,3,"ChatGPT, Copilot",3.9,"Doubt Solving, Resume Writing",5,-3,No,ChatGPT,9,No,Jharkhand,Mobile,Medium
Vihaan,Dantuluri Narayana Raju college ,Agriculture,1,"Gemini, Midjourney",2.4,"Exam Prep, Notes",3,-3,No,Gemini,10,Yes,Andhra pradesh,Mobile,Medium
Arjun,Aryabhatta Knowledge University ,Pharmacy,4,Copilot,1.4,Content Writing,4,-2,Yes,Other,7,Yes,Bihar,Laptop,Medium
Sai,Bhilai Institute of Technology ,Management,1,Copilot,4.1,Content Writing,4,-3,Yes,ChatGPT,5,Yes,Chhattisgarh,Laptop,High
Reyansh,University of Kashmir ,Arts,3,ChatGPT,1.3,Content Writing,4,0,No,ChatGPT,8,Yes,Jammu,Mobile,High
Ayaan,Academy of Maritime Education and Training University ,Law,2,"Gemini, Midjourney",4.4,Content Writing,1,0,No,Copilot,10,Yes,Tamil nadu,Mobile,High
Krishna,Nehru College of Engineering and Research Centre ,Management,2,Gemini,1.9,"Doubt Solving, Resume Writing",3,2,No,Gemini,10,Yes,Kerala,Laptop,Medium
Ishaan,"Umshyrpi College, Shillong ",Commerce,3,"ChatGPT, Copilot",1.0,"Assignments, Coding Help",2,3,Yes,Other,2,Yes,Meghalaya,Laptop,Medium
Rudra,Apex Professional University ,Agriculture,1,Gemini,1.0,"Assignments, Coding Help",1,-3,Yes,Other,6,Yes,Arunachal pradesh,Tablet,High
Dhruv,"Uka Tarsadia University, Bardoli ",Medical,3,Copilot,1.6,"Assignments, Coding Help",3,-2,Yes,Gemini,4,Yes,Gujarat,Mobile,Poor
Kabir,Bhagalpur College of Engineering ,Engineering,1,Copilot,1.3,"Doubt Solving, Resume Writing",1,2,No,ChatGPT,3,No,Bihar,Mobile,High
Atharv,"Disha College of Management Studies- [DCMS], Raipur ",Commerce,1,ChatGPT,2.4,"MCQ Practice, Projects",4,-3,Yes,Copilot,6,Yes,Chhattisgarh,Mobile,Poor
Om,Annamalai University ,Agriculture,2,"ChatGPT, Copilot",1.4,"Exam Prep, Notes",3,2,No,Other,1,Yes,Tamil nadu,Laptop,Poor
Anaya,Vardhaman College of Engineering ,Engineering,4,Gemini,4.1,"Exam Prep, Notes",2,1,No,ChatGPT,10,No,Telangana,Tablet,Medium
Siya,"St Bede's College, Shimla ",Science,2,Gemini,4.5,"Exam Prep, Notes",3,2,Yes,Copilot,2,Yes,Himachal pradesh,Tablet,Medium
Diya,Alwar School of Business ,Medical,3,Gemini,2.9,"Exam Prep, Notes",1,-3,Yes,Other,8,No,Andhra pradesh,Tablet,High
Myra,Mangalayatan University ,Medical,3,"ChatGPT, Copilot",1.2,"Assignments, Coding Help",4,-1,No,Copilot,9,Yes,Uttar pradesh,Mobile,Medium
Aadhya,Sardar Bhagwan Singh Post Graduate Institute of ,Pharmacy,1,"ChatGPT, Gemini, Copilot",2.9,"Assignments, Coding Help",1,3,Yes,Gemini,3,Yes,Uttarakhand,Tablet,Poor
Riya,Government Degree College ,Management,3,"ChatGPT, Gemini, Copilot",4.3,Learning new topics,5,-3,No,Gemini,6,No,Jammu,Mobile,Poor
Pari,"Institute of Fine Arts, Chandigarh ",Arts,1,Gemini,2.0,Learning new topics,5,-3,No,Copilot,10,Yes,Chandigarh,Laptop,High
Anika,NERIM Group of Institutions ,Science,2,Copilot,0.7,"Exam Prep, Notes",5,-3,No,Other,1,Yes,Assam,Laptop,Medium
Ira,"Smt NilaBen ManuBhai Padalia Pharmacy College, Ahmedabad ",Pharmacy,1,"ChatGPT, Gemini, Copilot",3.1,"Assignments, Coding Help",3,3,No,Copilot,9,No,Gujarat,Mobile,Poor
Meera,Bhabha University ,Hotel-management,4,ChatGPT,2.7,Learning new topics,4,1,No,Copilot,10,Yes,Madhya pradesh,Mobile,High
Saanvi,"Dhenkanal Autonomous College, Dhenkanal ",Commerce,2,Gemini,2.6,Learning new topics,5,3,No,Other,9,No,Orissa,Laptop,High
Navya,Birla Institute of Technology ,Science,2,"ChatGPT, Copilot",1.4,Content Writing,4,2,Yes,Gemini,5,Yes,Bihar,Tablet,High
Aarohi,"Smt. NHL Municipal Medical College, Ahmedabad ",Science,4,"Gemini, Midjourney",4.0,"MCQ Practice, Projects",1,-3,No,Copilot,5,Yes,Gujarat,Tablet,Poor
Prisha,Kalinga Institute of Industrial Technology ,Arts,1,Copilot,1.0,"Doubt Solving, Resume Writing",1,-1,No,Copilot,5,Yes,Orissa,Mobile,High
Ishita,Delhi Pharmaceutical Sciences and Research University ,Medical,4,"ChatGPT, Gemini, Copilot",2.7,Content Writing,5,0,Yes,ChatGPT,10,Yes,Delhi ncr,Mobile,Medium
Rakhi,"Sankardev College, Shillong ",Arts,4,Gemini,1.6,Content Writing,4,0,Yes,Other,1,No,Meghalaya,Tablet,Medium
Ramya,Indian Institute of Technology ,Law,3,ChatGPT,2.9,Learning new topics,2,1,Yes,Other,10,Yes,West bengal,Tablet,High
Sneha,"Institute of Hotel Management, Jodhpur, Jodhpur ",Science,3,"Gemini, Midjourney",1.8,Content Writing,1,-1,No,Other,9,No,Rajasthan,Tablet,Medium
Divya,"Mahatma Gandhi College, Trivandrum ",Arts,3,"Gemini, Midjourney",1.3,"Doubt Solving, Resume Writing",2,1,No,Gemini,10,Yes,Kerala,Mobile,Poor
Neha,"Shillong College, Shillong ",Arts,3,Copilot,2.7,"Doubt Solving, Resume Writing",2,0,Yes,ChatGPT,2,No,Meghalaya,Tablet,High
Pooja,"RMD College of Agriculture and Research Station, ",Science,4,ChatGPT,0.9,Learning new topics,5,-2,No,Other,8,No,Chhattisgarh,Tablet,Poor
Kavya,"Womens College, Agartala ",Medical,4,"Gemini, Midjourney",2.1,"Doubt Solving, Resume Writing",4,3,Yes,Copilot,6,No,Tripura,Tablet,High
Aishwarya,National Institute of Agricultural Extension Management ,Management,2,ChatGPT,4.1,"MCQ Practice, Projects",2,1,Yes,Copilot,9,No,Telangana,Laptop,High
Shreya,"Visakha Government Degree College for Women, Visakhapatnam ",Agriculture,4,"ChatGPT, Gemini, Copilot",3.7,"MCQ Practice, Projects",1,2,No,ChatGPT,8,Yes,Andhra pradesh,Mobile,High
Nandini,"Arya Post Graduate College, Panipat ",Science,1,Copilot,2.9,"Assignments, Coding Help",4,-3,Yes,Copilot,5,No,Haryana,Tablet,Poor
Aarav,Indian Veterinary Research Institute ,Agriculture,2,"Gemini, Midjourney",2.6,"Assignments, Coding Help",5,3,Yes,Gemini,3,Yes,Uttar pradesh,Tablet,Medium
Vivaan,"Institute of Apparel Management, Gurgaon ",Arts,2,Gemini,2.2,"Doubt Solving, Resume Writing",4,0,Yes,Other,9,No,Haryana,Tablet,Medium
Aditya,Baba Ghulam Shah Badshah University ,Engineering,1,Gemini,0.9,"Doubt Solving, Resume Writing",1,-2,No,Other,2,Yes,Jammu,Tablet,Poor
Vihaan,All India Institute of Medical Sciences ,Pharmacy,3,Copilot,3.3,Content Writing,2,3,No,Gemini,6,Yes,Rajasthan,Tablet,Medium
Arjun,Nalanda Open University ,Law,2,ChatGPT,2.2,"Doubt Solving, Resume Writing",2,2,No,ChatGPT,2,Yes,Bihar,Mobile,Medium
Sai,"Loyola Academy Degree and PG College, Secunderabad ",Agriculture,4,Gemini,2.9,"Exam Prep, Notes",5,0,No,Copilot,10,No,Telangana,Tablet,Medium
Reyansh,"Ramjas College, New Delhi ",Arts,3,"Gemini, Midjourney",1.2,"Assignments, Coding Help",1,-3,No,Gemini,10,No,Delhi ncr,Tablet,High
Ayaan,"Dina Institute of Hotel Management Hadapsar, Pune ",Hotel-management,1,"ChatGPT, Gemini, Copilot",3.4,Learning new topics,2,2,Yes,Copilot,4,Yes,Maharashtra,Mobile,Poor
Krishna,Vellore Institute of Technology ,Commerce,2,ChatGPT,4.4,"Assignments, Coding Help",3,3,No,Other,4,Yes,Tamil nadu,Laptop,Medium
Ishaan,"JSS Academy of Higher Education & Research, ",Science,1,"Gemini, Midjourney",1.4,"MCQ Practice, Projects",4,-2,Yes,Other,6,Yes,Karnataka,Laptop,Poor
Rudra,BFIT Group of Institutions ,Agriculture,2,"ChatGPT, Gemini, Copilot",3.2,"MCQ Practice, Projects",2,-2,No,ChatGPT,6,Yes,Uttarakhand,Tablet,High
Dhruv,"Faculty of Management Sciences and Liberal Arts, ",Commerce,1,Copilot,2.2,Learning new topics,2,0,No,ChatGPT,10,No,Himachal pradesh,Laptop,Poor
Kabir,K L University ,Science,3,ChatGPT,1.4,"Assignments, Coding Help",2,3,No,Copilot,1,No,Andhra pradesh,Tablet,High
Atharv,"Devi Ahilya Vishwavidyalaya, Indore ",Pharmacy,1,"ChatGPT, Gemini, Copilot",2.9,"MCQ Practice, Projects",5,2,Yes,Copilot,9,No,Madhya pradesh,Mobile,Medium
Om,"Government College of Arts, Science and Commerce, North Goa ",Science,3,ChatGPT,3.1,Learning new topics,4,-2,No,Gemini,5,Yes,Goa,Mobile,High
Anaya,The Global Open University ,Law,4,ChatGPT,0.8,"Assignments, Coding Help",1,3,Yes,Other,1,Yes,Nagaland,Laptop,Medium
Siya,Sri Venkateswara College of Pharmacy ,Pharmacy,4,"ChatGPT, Gemini, Copilot",3.1,"MCQ Practice, Projects",3,3,Yes,Copilot,1,No,Andhra pradesh,Laptop,Poor
Diya,Indian Institute of Technology ,Engineering,3,"ChatGPT, Copilot",1.9,"MCQ Practice, Projects",2,1,Yes,Other,2,Yes,Delhi ncr,Laptop,Poor
Myra,"LR Institute of Pharmacy, Solan ",Pharmacy,3,"Gemini, Midjourney",4.4,Learning new topics,3,-3,Yes,Other,6,No,Himachal pradesh,Mobile,Poor
Aadhya,Alluri Sitarama Raju Academy of Medical Sciences ,Medical,1,"Gemini, Midjourney",3.3,Learning new topics,3,-1,Yes,Other,10,Yes,Andhra pradesh,Tablet,Medium
Riya,"Trinity College of Hotel Management, Hyderabad ",Hotel-management,3,Copilot,1.1,"Doubt Solving, Resume Writing",4,-2,Yes,ChatGPT,3,Yes,Telangana,Mobile,Medium
Pari,"Andhra University, College of Science & Technology, ",Arts,4,ChatGPT,3.6,"Doubt Solving, Resume Writing",5,0,No,Other,9,No,Andhra pradesh,Tablet,Poor
Anika,"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Science,1,"ChatGPT, Gemini, Copilot",3.6,"Assignments, Coding Help",3,-2,No,Gemini,10,Yes,Maharashtra,Tablet,Medium
Ira,Sri Sri University ,Law,3,"ChatGPT, Gemini, Copilot",2.7,"Assignments, Coding Help",1,0,No,Copilot,1,Yes,Orissa,Mobile,High
Meera,"Institute of Media Management , Technology & ",Agriculture,2,Gemini,4.0,Content Writing,1,1,Yes,ChatGPT,8,No,Uttarakhand,Laptop,Poor
Saanvi,"Bir Tikendrajit University, Imphal ",Management,3,"Gemini, Midjourney",2.4,"Assignments, Coding Help",3,0,No,Gemini,4,Yes,Manipur,Tablet,Poor
Navya,"Lalit Chandra Bharali College, Guwahati ",Management,1,"Gemini, Midjourney",1.4,"MCQ Practice, Projects",4,2,No,Gemini,7,Yes,Assam,Laptop,Medium
Aarohi,"Magadh Mahila College, Patna ",Management,1,"ChatGPT, Copilot",4.4,"Doubt Solving, Resume Writing",4,0,No,Copilot,3,No,Bihar,Mobile,Poor
Prisha,Pimpri Chinchwad College of Engineering ,Engineering,2,ChatGPT,4.4,"Exam Prep, Notes",1,-2,Yes,Other,9,No,Maharashtra,Laptop,High
Ishita,Cochin University of Science and Technology ,Engineering,2,Copilot,4.2,"Assignments, Coding Help",3,0,No,Other,3,No,Kerala,Tablet,Poor
Rakhi,Dantuluri Narayana Raju college ,Agriculture,4,Gemini,0.9,Learning new topics,2,1,Yes,ChatGPT,10,Yes,Andhra pradesh,Laptop,Medium
Ramya,"Jorhat Law College, Jorhat ",Law,4,"Gemini, Midjourney",1.4,"Assignments, Coding Help",3,1,No,Copilot,5,Yes,Assam,Tablet,Poor
Sneha,"Carmel College for Women, Salcete ",Arts,4,Copilot,0.6,"MCQ Practice, Projects",4,-3,No,Copilot,1,No,Goa,Mobile,Medium
Divya,"Scott Christian College, Nagercoil ",Commerce,2,Copilot,0.7,"Exam Prep, Notes",1,-2,No,Gemini,2,Yes,Tamil nadu,Tablet,Medium
Neha,"Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya, Raipur ",Management,1,"Gemini, Midjourney",1.7,"Assignments, Coding Help",2,-3,Yes,Gemini,2,Yes,Chhattisgarh,Laptop,High
Pooja,Sri Ramakrishna Mission Vidyalaya College of Arts ,Commerce,2,ChatGPT,4.2,"MCQ Practice, Projects",5,-3,Yes,Other,5,No,Tamil nadu,Mobile,Poor
